paper_id,decision_reviewer_A,decision_reviewer_B,conflict,final_decision,reason_code,notes
394c63b275d9,include,,no,include,,None
ffd9dfcbf36c,exclude,,no,exclude,,None
480b50acd84c,exclude,,no,exclude,,None
89ebbcec5e87,exclude,,no,exclude,,None
8d08019fb608,exclude,,no,exclude,,None
20e9442a73f0,include,,no,include,,None
bcfb2bcd887f,include,,no,include,,None
19cfac96e8fe,include,,no,include,,None
8d58112a9617,include,,no,include,,None
95047bf5cafe,exclude,,no,exclude,,None
a77af7eda907,exclude,,no,exclude,,None
c4c9722feca0,exclude,,no,exclude,,None
7f8c8060e256,include,,no,include,,None
136790c5fbc5,include,,no,include,,None
1d715e0cd1aa,include,,no,include,,None
9fd619b02b3e,exclude,,no,exclude,,None
ebf5cb26ebf9,exclude,,no,exclude,,None
a9323f364f11,exclude,,no,exclude,,None
4d07c1a00ccf,include,,no,include,,None
40f1066aab83,exclude,,no,exclude,,None
c016adcb67eb,exclude,,no,exclude,,None
98b73cdcc6a5,exclude,,no,exclude,,None
133b9eb4b4a9,exclude,,no,exclude,,None
1186373ae5bb,exclude,,no,exclude,,None
9b769a728102,exclude,,no,exclude,,None
de7c20d08bbe,include,,no,include,,None
b58fde11ba97,exclude,,no,exclude,,None
34d4f9d054a5,exclude,,no,exclude,,None
775d4b298ecd,exclude,,no,exclude,,None
b7b5ffbce8ec,include,,no,include,,None
ff9590d2d73c,exclude,,no,exclude,,None
fbe13a8a5a82,exclude,,no,exclude,,None
3e902129f8f8,exclude,,no,exclude,,None
c48c60134357,include,,no,include,,None
c5f3fb47d0f6,exclude,,no,exclude,,None
f190da5cb928,include,,no,include,,None
61a0af10cdc1,exclude,,no,exclude,,None
dd17edcb35dd,exclude,,no,exclude,,None
9306729ec543,exclude,,no,exclude,,None
e7c6ac192763,exclude,,no,exclude,,None
7e3bc9e2594c,exclude,,no,exclude,,None
b260c263ba0e,exclude,,no,exclude,,None
990528cc0faa,exclude,,no,exclude,,None
da1a51c22b3f,exclude,,no,exclude,,None
46a84d644f88,exclude,,no,exclude,,None
1694a492105e,include,,no,include,,None
6302a2072a72,exclude,,no,exclude,,None
1f44ef934977,exclude,,no,exclude,,None
08b3bfda37ff,exclude,,no,exclude,,None
464916b2b572,exclude,,no,exclude,,None
b17e753ba135,include,,no,include,,None
92325e89d014,exclude,,no,exclude,,None
d7449b1ba0c5,include,,no,include,,None
53a23d9f11a6,exclude,,no,exclude,,None
1c7dd54f9ddb,exclude,,no,exclude,,None
e1731c705f63,include,,no,include,,None
d919ba675da3,include,,no,include,,None
365d7885138d,exclude,,no,exclude,,None
fd042b9c21db,exclude,,no,exclude,,None
4c50b01d13fe,include,,no,include,,None
8248c1859e99,include,,no,include,,None
9bd7f4f842cc,exclude,,no,exclude,,None
4ba77737095e,exclude,,no,exclude,,None
9bbadceffdac,exclude,,no,exclude,,None
53a718c11ea8,include,,no,include,,None
71cfc8234415,exclude,,no,exclude,,None
cbc953d2f213,include,,no,include,,None
0f665a0f56e9,exclude,,no,exclude,,None
ca28f770241d,exclude,,no,exclude,,None
567c480b8475,exclude,,no,exclude,,None
d169bf320747,include,,no,include,,None
75eee58caf3a,include,,no,include,,None
3bf7bbec10c5,include,,no,include,,None
4093c2c4b72a,exclude,,no,exclude,,None
c7c7d7851588,include,,no,include,,None
2ee0a020d458,exclude,,no,exclude,,None
b2cc85a6587a,include,,no,include,,None
14b3e6b32874,include,,no,include,,None
a5ffce5c158a,exclude,,no,exclude,,None
4a0aa5aec642,exclude,,no,exclude,,None
ae4cc7b70669,include,,no,include,,None
1b3442efc74c,exclude,,no,exclude,,None
ad0844abb348,include,,no,include,,None
52797be5d797,exclude,,no,exclude,,None
2d5897eed295,exclude,,no,exclude,,None
84dd39e01196,exclude,,no,exclude,,None
3fe2b056b181,include,,no,include,,None
4cdfe261571c,exclude,,no,exclude,,None
18bc315b2a39,exclude,,no,exclude,,None
0d24897fd24f,exclude,,no,exclude,,None
383d34de981b,exclude,,no,exclude,,None
20063e119947,include,,no,include,,None
7e3bc9e2594c,exclude,,no,exclude,,None
588889db0279,exclude,,no,exclude,,None
42115e34b176,exclude,,no,exclude,,None
69ac55f53282,exclude,,no,exclude,,None
e1f9b132a50b,exclude,,no,exclude,,None
73dfca6fadcd,exclude,,no,exclude,,None
cfc22a0f0b6b,include,,no,include,,None
5bb6e9eb81ea,exclude,,no,exclude,,None
c434305b37fb,include,,no,include,,None
7ad40f5ddc1b,exclude,,no,exclude,,None
629ad7ff1054,include,,no,include,,None
0b6f7c6c4152,exclude,,no,exclude,,None
774364c6da63,include,,no,include,,None
8d58112a9617,include,,no,include,,None
a254eea1f1d3,include,,no,include,,None
f6036d46deb8,exclude,,no,exclude,,None
313a1d740d27,include,,no,include,,None
92fc435704d5,exclude,,no,exclude,,None
4970a0f991a5,exclude,,no,exclude,,None
852010d3745d,include,,no,include,,None
69bf4c1b7cbe,include,,no,include,,None
2c1bf46ead5a,include,,no,include,,None
79583d40db21,exclude,,no,exclude,,None
0f028fff3500,exclude,,no,exclude,,None
7efb288b26ee,exclude,,no,exclude,,None
049a75773f5a,exclude,,no,exclude,,None
d2a3e652a32c,exclude,,no,exclude,,None
d89b6cfb4c26,exclude,,no,exclude,,None
cd2a7bc47d5c,exclude,,no,exclude,,None
c57d3b69957e,exclude,,no,exclude,,None
31201c1d62a9,exclude,,no,exclude,,None
9f0b39c45c73,exclude,,no,exclude,,None
e3ccb8cc6354,include,,no,include,,None
305f12556257,exclude,,no,exclude,,None
73d5e60d695c,exclude,,no,exclude,,None
ee8331fcdc90,include,,no,include,,None
c57f6422ed7b,include,,no,include,,None
6f1b03c4209a,exclude,,no,exclude,,None
49c12a6428de,exclude,,no,exclude,,None
34638dc631aa,exclude,,no,exclude,,None
5b3485ced673,include,,no,include,,None
14777484b99d,include,,no,exclude,duplicate,None; Merged into 7055fc9f6caf
10a6c42c33b6,include,,no,include,,None
a5b908843a77,exclude,,no,exclude,,None
eedf4aad8fda,include,,no,include,,None
5044f0daf876,include,,no,include,,None
9b55a2fa0cd5,include,,no,include,,None
e95b5f18670a,exclude,,no,exclude,,None
1989d870081a,exclude,,no,exclude,,None
631717352091,include,,no,include,,None
aca31652a95a,exclude,,no,exclude,,None
8908fea924fc,include,,no,include,,None
c73ab6955ecc,exclude,,no,exclude,,None
a0bb411d1801,include,,no,include,,None
3a13b1eecbf9,include,,no,include,,None
8f553bfb1077,include,,no,include,,None
8fec8d839e47,include,,no,include,,None
852010d3745d,include,,no,include,,None
9c09c81b2a12,include,,no,include,,None
9bd31de8fb30,exclude,,no,exclude,,None
7828e4360947,exclude,,no,exclude,,None
3935d02c9bc4,exclude,,no,exclude,,None
c9192adabf77,exclude,,no,exclude,,None
0251db69a427,exclude,,no,exclude,,None
e88df15a1b05,exclude,,no,exclude,,None
a7348299bc3a,exclude,,no,exclude,,None
a14eb7f624e6,exclude,,no,exclude,,None
d7cd95690f3c,exclude,,no,exclude,,None
53b10198ff8e,exclude,,no,exclude,,None
1df699f71a29,include,,no,include,,None
775d4b298ecd,exclude,,no,exclude,,None
3c93fa52d7f0,include,,no,include,,None
c44a5eb1ea97,include,,no,include,,None
0e28114f39a8,exclude,,no,exclude,,None
eed6e245a958,exclude,,no,exclude,,None
b6dbc2442475,exclude,,no,exclude,,None
9f2d4ce48167,include,,no,include,,None
9bc9b29fc6af,include,,no,include,,None
df5489e3b780,include,,no,include,,None
6e0380dce3b2,include,,no,include,,None
29ea7932715b,exclude,,no,exclude,,None
40d76374ac02,exclude,,no,exclude,,None
e0b9e3478040,exclude,,no,exclude,,None
f4aa4b3017ed,exclude,,no,exclude,,None
fc82cb4fddfa,include,,no,include,,None
1f404579435a,include,,no,include,,None
2c1bf46ead5a,include,,no,include,,None
c7d33a63a50e,include,,no,include,,None
199b9e822698,exclude,,no,exclude,,None
689b0fba3ea1,exclude,,no,exclude,,None
0302fce8406e,exclude,,no,exclude,,None
3bb2006a7d1b,exclude,,no,exclude,,None
1d17b4f1d1c8,exclude,,no,exclude,,None
2f52ddfbd6e8,exclude,,no,exclude,,None
3c41e6457d80,exclude,,no,exclude,,None
cd5dc35d5f39,include,,no,include,,None
0419801c5ed8,exclude,,no,exclude,,None
90c55cffbb52,include,,no,include,,None
2fd5765499d8,exclude,,no,exclude,,None
95bf2e8c4b8d,exclude,,no,exclude,,None
44a69f8a2fda,exclude,,no,exclude,,None
b0fadd19d016,exclude,,no,exclude,,None
502db4d4e7bd,exclude,,no,exclude,,None
7358b7617d9a,exclude,,no,exclude,,None
c8872ea43678,include,,no,include,,None
8f553bfb1077,include,,no,include,,None
2c4e0c6b5483,exclude,,no,exclude,,None
502e776e4668,exclude,,no,exclude,,None
cb08d9f7102e,exclude,,no,exclude,,None
4ceae3900931,include,,no,include,,None
1f8bcb9fc16e,include,,no,include,,None
8feb8231bb32,include,,no,include,,None
b712afa27669,exclude,,no,exclude,,None
8d8d76478f6b,include,,no,include,,None
5986d77db90c,exclude,,no,exclude,,None
62e5c8b6b617,exclude,,no,exclude,,None
d7a66dfab3c3,exclude,,no,exclude,,None
9a926e905d18,include,,no,include,,None
d097cb51b8b1,include,,no,include,,None
24d34d9e4874,exclude,,no,exclude,,None
ad0c0a611947,exclude,,no,exclude,,None
7cc9ce4dad7d,include,,no,include,,None
37a393e82ea5,exclude,,no,exclude,,None
11ff02556b47,include,,no,include,,None
84c136a127e9,exclude,,no,exclude,,None
7d62a33fcd41,exclude,,no,exclude,,None
9c72975b56f4,exclude,,no,exclude,,None
4f428be7e7d7,exclude,,no,exclude,,None
5058f71e9bff,exclude,,no,exclude,,None
d528fd03e1ee,exclude,,no,exclude,,None
ab5e4dc7468c,exclude,,no,exclude,,None
53a88bdc7a04,exclude,,no,exclude,,None
ae33c01a9af2,exclude,,no,exclude,,None
c368d34620bf,include,,no,include,,None
8273e177c43d,exclude,,no,exclude,,None
8b3ae058cfab,exclude,,no,exclude,,None
3e3b44db6637,exclude,,no,exclude,,None
25dc60c43aab,exclude,,no,exclude,,None
68b8cb42bfce,exclude,,no,exclude,,None
40fc2efd0207,exclude,,no,exclude,,None
7eefd96d7f06,include,,no,include,,None
1ec8fb7a4c71,exclude,,no,exclude,,None
495c7bc9840a,exclude,,no,exclude,,None
6b92315ae3a8,exclude,,no,exclude,,None
413125f4264b,include,,no,include,,None
24ca4814e7f2,include,,no,include,,None
b4397d93ce2f,include,,no,include,,None
c47a454352d5,include,,no,include,,None
c43a47ce0c1a,include,,no,include,,None
0c49909a73ca,include,,no,include,,None
770956b6f34d,exclude,,no,exclude,,None
eb9b2edee442,include,,no,exclude,duplicate,None; Merged into 9ee4aaf0f745
59b02b43eeb6,exclude,,no,exclude,,None
f6e67da2a719,exclude,,no,exclude,,None
d488379b3497,,exclude,no,exclude,,None
41117d70ce75,,exclude,no,exclude,,None
972faa34c6b1,,include,no,include,,None
8247cf830b0a,,exclude,no,exclude,,None
f5c6181652b9,,exclude,no,exclude,,None
bef410fcb09f,,exclude,no,exclude,,None
f9f0249a4f6d,,include,no,include,,None
80db1bf3c910,,exclude,no,exclude,,None
4a9f7ea5f964,,exclude,no,exclude,,None
1438c0a24643,,exclude,no,exclude,,None
246963801530,,include,no,include,,None
8c300eaa5074,,exclude,no,exclude,,None
bfd13c680dfb,,exclude,no,exclude,,None
fa3f76a10f54,,exclude,no,exclude,,None
b854763516fb,,exclude,no,exclude,,None
36bd513e8431,,exclude,no,exclude,,None
2e3268ace16e,,exclude,no,exclude,,None
70caeafa97f1,,exclude,no,exclude,,None
4589c4e3ce96,,exclude,no,exclude,,None
b0575c04f601,,exclude,no,exclude,,interesting read
5761d4b2accf,,exclude,no,exclude,,None
7f2aefbbc98e,,maybe,no,maybe,,"It should be yes, if sparse linear systems"
25da778231cf,,include,no,include,,for introduction and industry (tooling) mapping
c4f50a6789cb,,exclude,no,exclude,,None
047aa83a75f9,,exclude,no,exclude,,interesting read
972faa34c6b1,,include,no,include,,None
35da1ebe30e2,,include,no,include,,None
de580e8c085e,,include,no,include,,None
4a90cbd4f6ce,,exclude,no,exclude,,None
8de32afabc08,,exclude,no,exclude,,None
9db2afb6821f,,exclude,no,exclude,,None
89be77b9a9a4,,exclude,no,exclude,,None
58f4450b9cce,,exclude,no,exclude,,None
64beee021f17,,exclude,no,exclude,,None
bd93bcad0951,,exclude,no,exclude,,None
0809616b95d6,,exclude,no,exclude,,None
da7ecd113b59,,include,no,include,,None
109c9406f3df,,include,no,include,,None
db261ea6c735,,maybe,no,maybe,,too much? Maybe
5087f7c0e2a3,,include,no,include,,None
1fcb5a14633d,,exclude,no,exclude,,None
ead7c0430727,,exclude,no,exclude,,None
45b3f3ec1ca8,,exclude,no,exclude,,None
5892fcbe7429,,exclude,no,exclude,,None
21611a37dd85,,exclude,no,exclude,,None
416051207893,,exclude,no,exclude,,None
4b22c753a5a4,,include,no,include,,None
bb08aee9f188,,exclude,no,exclude,,None
cf2f5e3c07fd,,exclude,no,exclude,,None
6c47b44ef481,,exclude,no,exclude,,None
5ea1911801ec,,exclude,no,exclude,,None
449a33658568,,exclude,no,exclude,,None
ba0d4fedc31e,,exclude,no,exclude,,None
57294220386e,,include,no,include,,None
4dcee3f05944,,exclude,no,exclude,,None
0acf10eecc71,,exclude,no,exclude,,None
8a2ce0575ff1,,exclude,no,exclude,,None
ce6a710c1bd4,,exclude,no,exclude,,None
8f87d8c56aee,,exclude,no,exclude,,None
9b91627b0691,,exclude,no,exclude,,None
9bd4d4752519,,include,no,include,,None
3a3afd9ba990,,exclude,no,exclude,,None
e8235233a1dc,,exclude,no,exclude,,None
7ede4c3f9492,,exclude,no,exclude,,None
a63860be078d,,exclude,no,exclude,,None
4ab3017cc7cf,,exclude,no,exclude,,None
ce6dc1ccd971,,exclude,no,exclude,,None
3769871f5d18,,exclude,no,exclude,,None
b74070125eb9,,exclude,no,exclude,,None
090ce79070cb,,include,no,include,,None
ab70b7904ad3,,exclude,no,exclude,,None
1855f77670eb,,exclude,no,exclude,,None
78f6379ed79b,,exclude,no,exclude,,None
3578e84deba9,,exclude,no,exclude,,None
223975573ca4,,exclude,no,exclude,,None
6eacfb0e3cc2,,exclude,no,exclude,,None
6684e6c1b57f,,include,no,include,,None
4b57b84a649d,,maybe,no,maybe,,None
6e611a8ac2d9,,exclude,no,exclude,,None
4a6b7f9ddc5a,,include,no,include,,None
e9b892fcd6fc,,exclude,no,exclude,,None
a0e970f7273f,,include,no,include,,None
34f8784d073c,,exclude,no,exclude,,None
65041b0e2b52,,exclude,no,exclude,,None
8e9b91bf70a1,,exclude,no,exclude,,None
e6692a4012cb,,include,no,include,,None
7821eced8b63,,exclude,no,exclude,,None
59f77924ebc2,,maybe,no,maybe,,None
f5008829f953,,exclude,no,exclude,,None
a75f8f16f267,,include,no,include,,None
778a06edc7f8,,exclude,no,exclude,,None
962a7adb6ec4,,exclude,no,exclude,,None
db0868f018ba,,include,no,include,,None
2e46827349ad,,exclude,no,exclude,,None
6952e33d189b,,exclude,no,exclude,,None
e52f3f130a75,,exclude,no,exclude,,None
84438ddedd3b,,exclude,no,exclude,,None
436a6740cf97,,exclude,no,exclude,,None
56169df2a739,,exclude,no,exclude,,None
abf670013010,,exclude,no,exclude,,None
45c59d0ccdc2,,exclude,no,exclude,,None
75b1830ea62d,,exclude,no,exclude,,None
29f1f2555efe,,include,no,include,,None
6a91efccfe86,,exclude,no,exclude,,None
800bf15c42a5,,exclude,no,exclude,,None
2e578046bd76,,exclude,no,exclude,,None
5ebcbd48a8b3,,exclude,no,exclude,,None
0f7f90373ad0,,exclude,no,exclude,,None
2dd59afb46ba,,include,no,include,,None
de580e8c085e,,include,no,include,,None
530fe7b50d1b,,exclude,no,exclude,,None
317e6bb03bfa,,exclude,no,exclude,,None
fdc49be32988,,exclude,no,exclude,,None
5988e9a5f6b4,,exclude,no,exclude,,None
29f4e9099932,,maybe,no,maybe,,None
b5b22148a209,,exclude,no,exclude,,None
645e6ec4f04e,,exclude,no,exclude,,None
5761d4b2accf,,exclude,no,exclude,,None
3adb18321a79,,exclude,no,exclude,,None
124bdea69ec0,,exclude,no,exclude,,None
a82edc88ba8d,,include,no,include,,None
48cd8220e3b2,,exclude,no,exclude,,None
8f68e2a8d27e,,exclude,no,exclude,,None
78cc9d5068f3,,include,no,include,,None
a8dc74fa998f,,exclude,no,exclude,,None
0f6913ca8c7f,,exclude,no,exclude,,None
e36d3ea67d07,,exclude,no,exclude,,None
17bcea54a247,,exclude,no,exclude,,None
cfcb7257de94,,exclude,no,exclude,,None
20c7e1972b0b,,include,no,include,,None
13c1a613cc91,,exclude,no,exclude,,None
c3f7e305babb,,exclude,no,exclude,,None
85fbbb9f2a42,,exclude,no,exclude,,None
4dedac94282f,,exclude,no,exclude,,None
44726c2d87a5,,exclude,no,exclude,,None
dc03bda6f16c,,exclude,no,exclude,,None
94dbaa0bc6b4,,include,no,include,,None
43dd2bfe2438,,exclude,no,exclude,,None
71ed62112b8d,,include,no,include,,None
b4785e9fa811,,exclude,no,exclude,,None
2f0fa544425a,,exclude,no,exclude,,None
b9c9421b1670,,exclude,no,exclude,,None
794af19066e4,,exclude,no,exclude,,None
88290c316a83,,exclude,no,exclude,,None
d5ae35f1622f,,exclude,no,exclude,,None
2c74be1a024b,,include,no,include,,None
28040c35f224,,exclude,no,exclude,,None
1d2c52afb229,,exclude,no,exclude,,None
da68d709ec52,,exclude,no,exclude,,None
0a1c4bcac5e4,,exclude,no,exclude,,None
7c5f50a7c9b3,,include,no,include,,None
15cf6573858c,,exclude,no,exclude,,None
53d74bcee59e,,exclude,no,exclude,,None
9308f8aa6182,,exclude,no,exclude,,None
fbaaa4d89d56,,include,no,include,,None
48cd8220e3b2,,exclude,no,exclude,,None
050e8221baa6,,exclude,no,exclude,,None
3e4717208368,,exclude,no,exclude,,None
a6bea7bea776,,exclude,no,exclude,,None
c50cff63fd9e,,include,no,include,,None
ca59777d427f,,exclude,no,exclude,,None
e40a21367703,,exclude,no,exclude,,None
a7b3e49448d1,,include,no,include,,None
8e8f4ee4cf15,,exclude,no,exclude,,None
b603295cb031,,exclude,no,exclude,,None
a0e970f7273f,,include,no,include,,None
4eb84ca51d29,,include,no,include,,None
3f8ab7317ca4,,include,no,include,,None
88e4367e3778,,exclude,no,exclude,,None
7d041bc56e82,,exclude,no,exclude,,None
ff1ca5cb3bcd,,exclude,no,exclude,,None
a2e7d43fddd4,,exclude,no,exclude,,None
4823575a4cbc,,exclude,no,exclude,,None
2ab8b7117720,,exclude,no,exclude,,None
ef887b17024e,,include,no,include,,None
8526f4a60a1f,,exclude,no,exclude,,None
b8634b9c1184,,exclude,no,exclude,,None
2a9b192a1e4a,,exclude,no,exclude,,None
a1125822ca6a,,include,no,include,,None
047aa83a75f9,,exclude,no,exclude,,None
914ea9b006b5,,exclude,no,exclude,,None
1153294f0202,,exclude,no,exclude,,None
10a26ee296f3,,exclude,no,exclude,,None
06c5f405d529,,exclude,no,exclude,,None
6210ba49cc7b,,exclude,no,exclude,,None
67ddd85f5b96,,exclude,no,exclude,,None
248782863376,,exclude,no,exclude,,None
96baad0b46a9,,include,no,include,,None
549d3acc55c1,,exclude,no,exclude,,None
e0d1d4db8084,,exclude,no,exclude,,None
e24892efe307,,exclude,no,exclude,,None
2a30634a164e,,exclude,no,exclude,,None
0b29712471ed,,exclude,no,exclude,,None
0fc8ef082679,,exclude,no,exclude,,None
c950657aa481,,exclude,no,exclude,,None
93ff9980959f,,include,no,include,,None
38302fd5ca29,,exclude,no,exclude,,None
092f61fee6d5,,exclude,no,exclude,,None
943094d941cb,,exclude,no,exclude,,None
fa9e2c7101b8,,exclude,no,exclude,,None
add09b8c5e11,,include,no,include,,None
1f628b8e78f9,,exclude,no,exclude,,None
cf38f3fdc231,,exclude,no,exclude,,None
dc2c707a2484,,exclude,no,exclude,,None
6d906faad0fa,,exclude,no,exclude,,None
b9ec84f4d48c,,include,no,include,,None
047aa83a75f9,,exclude,no,exclude,,None
8916537034ac,,exclude,no,exclude,,None
4b22c753a5a4,,include,no,include,,None
de2bfbd96a31,,exclude,no,exclude,,None
74caf4d33a78,,exclude,no,exclude,,None
ee9ac4d0761e,,exclude,no,exclude,,None
10a2f644907f,,include,no,include,,None
2bfa30aefa31,,exclude,no,exclude,,None
05a35224ccae,,exclude,no,exclude,,None
ebc9393cdd67,,exclude,no,exclude,,None
146a99b9b311,,include,no,exclude,duplicate,None; Merged into 66f43397ba83
3e431dcd42cf,,exclude,no,exclude,,None
62182387705b,,exclude,no,exclude,,None
090ce79070cb,,include,no,include,,None
88ad6c2e706d,,exclude,no,exclude,,None
37410eff18d5,,exclude,no,exclude,,None
06db2582a06a,,include,no,include,,None
eff6941ff4bf,,exclude,no,exclude,,None
b155d83ad4b5,,include,no,include,,None
e37b332b43d5,,include,no,include,,None
50415947436e,,exclude,no,exclude,,None
1dd5b0ff2bab,,exclude,no,exclude,,None
e2db068618bd,,exclude,no,exclude,,None
2a0770a1a995,,include,no,include,,None
7600a952f76a,,include,no,include,,None
cb2b33577b51,,include,no,include,,None
dd4a45af4eb4,,exclude,no,exclude,,None
fc798083d58b,,exclude,no,exclude,,None
1a0199482fcc,,exclude,no,exclude,,None
13225a1ff601,,exclude,no,exclude,,None
6eea21331f28,,exclude,no,exclude,,None
7d8848da83bb,,exclude,no,exclude,,None
2f8c57b302ad,,exclude,no,exclude,,None
e4fac63c2283,,exclude,no,exclude,,None
4786facd9399,,exclude,no,exclude,,None
9ff601751964,,exclude,no,exclude,,None
f925fb295f0f,,exclude,no,exclude,,None
48b7d8d88f11,,exclude,no,exclude,,None
67a6da948145,,exclude,no,exclude,,None
a82fa7ee18e1,,exclude,no,exclude,,None
6d5768682408,,maybe,no,maybe,,None
ab70b7904ad3,,exclude,no,exclude,,None
46747251da24,,exclude,no,exclude,,None
699c69e036c4,,exclude,no,exclude,,None
6d38c9fcd7b6,,maybe,no,maybe,,None
486389c12914,,exclude,no,exclude,,None
f90adf90a78a,,exclude,no,exclude,,None
c3f7e305babb,,exclude,no,exclude,,None
b67560fca917,,exclude,no,exclude,,None
943cde79267f,,exclude,no,exclude,,None
74c6ac2ca350,,include,no,include,,None
5d2ca51e65d8,,exclude,no,exclude,,None
f9e7bbf27eba,,exclude,no,exclude,,None
76bf72482fcf,,exclude,no,exclude,,None
16f65dc80e79,,exclude,no,exclude,,None
e2951318eefb,,exclude,no,exclude,,None
c85b1f95ca15,,exclude,no,exclude,,None
624aec9ce342,,exclude,no,exclude,,None
270d264b98f3,,include,no,include,,None
40f28510e399,,exclude,no,exclude,,None
48cd8220e3b2,,exclude,no,exclude,,None
0dc513bfd116,,exclude,no,exclude,,None
ae8a2fcc480d,,include,no,include,,None
b957e66c3573,,exclude,no,exclude,,None
3884fb4b9ae7,,exclude,no,exclude,,None
6ce12ea7c2bf,,exclude,no,exclude,,None
7af07e74f9a4,,exclude,no,exclude,,None
e884248dc62e,,include,no,include,,None
ce5589aaf638,,exclude,no,exclude,,None
33043e189f4c,,exclude,no,exclude,,None
9814aa5b1e99,,exclude,no,exclude,,None
61ddfc094582,,exclude,no,exclude,,None
dfdd17f31cd2,,exclude,no,exclude,,None
3ba9b4356f7c,,exclude,no,exclude,,None
87f83bea866e,,exclude,no,exclude,,None
aa6714606396,,include,no,include,,intro
f92a73e662cd,,exclude,no,exclude,,None
61c97a25d8de,,exclude,no,exclude,,None
64f93ddbe2a8,,exclude,no,exclude,,None
eb55dd459dd5,,exclude,no,exclude,,None
c9ec3028d385,,exclude,no,exclude,,None
ab88475c4993,,exclude,no,exclude,,None
29c50ea45ebe,,exclude,no,exclude,,None
c09c5e4030b9,,exclude,no,exclude,,None
b2f180db2d2d,,exclude,no,exclude,,None
b4ca91526b87,,exclude,no,exclude,,None
7a4cd0dd76b8,,exclude,no,exclude,,None
5f1b1731f44b,,include,no,include,,None
e9e49c657667,,include,no,include,,None
a1a090357ada,,exclude,no,exclude,,None
e803ae1416e3,,exclude,no,exclude,,None
ddd77f0637f4,,include,no,include,,None
bc9269cbb46c,,exclude,no,exclude,,None
6562a982b0dc,,exclude,no,exclude,,None
e0b6e8c1ae57,,exclude,no,exclude,,None
2831368bf1cf,,include,no,include,,None
dfb8c7bf0113,,exclude,no,exclude,,None
2291b049d70f,,include,no,include,,None
a53a37d854a5,,exclude,no,exclude,,None
0e18f027f93b,,exclude,no,exclude,,None
55e96c75f641,,exclude,no,exclude,,None
1e335491388b,,exclude,no,exclude,,None
8a9629b30eed,,exclude,no,exclude,,None
f0b240064e3c,,exclude,no,exclude,,None
e8b9674d7c5e,,include,no,include,,None
b23d05ab36fa,,exclude,no,exclude,,None
2ab8b7117720,,exclude,no,exclude,,None
51fa5fd0c92a,,exclude,no,exclude,,None
1f628b8e78f9,,exclude,no,exclude,,None
0a0e3c5d9a81,,exclude,no,exclude,,None
1b8fb660d0c3,,exclude,no,exclude,,None
24946c5b6c21,,maybe,no,maybe,,None
12fc814cd39c,,exclude,no,exclude,,None
439a750eda8c,,include,no,include,,None
04a63a5806b8,,exclude,no,exclude,,None
e916641041ea,,exclude,no,exclude,,None
6fb8dcf44aef,,exclude,no,exclude,,None
a95773a62411,,exclude,no,exclude,,None
76cb59d4aa93,,exclude,no,exclude,,None
740ccc3ae6f8,,include,no,include,,None
1d2c52afb229,,exclude,no,exclude,,None
4d9a30b87304,,exclude,no,exclude,,None
1364a8bd9dd5,,exclude,no,exclude,,None
6ebc403a8269,,maybe,no,maybe,,None
75cd91455541,,include,no,include,,None
a0487a8b3542,,exclude,no,exclude,,None
9fbe472a05cc,,exclude,no,exclude,,None
34c848366458,,exclude,no,exclude,,None
22d58df0811c,,exclude,no,exclude,,None
53a6837ae00d,,exclude,no,exclude,,None
e3c53f4280cf,,exclude,no,exclude,,None
d704c0a06015,,exclude,no,exclude,,None
5b577af5370b,,exclude,no,exclude,,None
2ae3455aa47b,,include,no,include,,None
381642996201,,exclude,no,exclude,,None
a68d6e3a3351,,exclude,no,exclude,,None
5d885776a7f9,,exclude,no,exclude,,None
1f434dcb79fa,,exclude,no,exclude,,None
651f11d727a7,,exclude,no,exclude,,None
59c6cac6736d,,exclude,no,exclude,,None
b4b136e857b9,,exclude,no,exclude,,None
e954c10b19a9,,exclude,no,exclude,,None
08fb77995e47,,exclude,no,exclude,,None
064a6f7d26d3,,exclude,no,exclude,,None
45948b385021,,exclude,no,exclude,,None
0f0a5b8ab572,,exclude,no,exclude,,None
87fc6fac0126,,exclude,no,exclude,,None
96b13d23fb21,,exclude,no,exclude,,None
16036d075a0e,,exclude,no,exclude,,None
99ba9930729f,,exclude,no,exclude,,None
f21d8f06ef9f,,exclude,no,exclude,,None
3ff552a83701,,exclude,no,exclude,,None
6ce12ea7c2bf,,exclude,no,exclude,,None
0751399ef4a2,,exclude,no,exclude,,None
2e35d78fa802,,include,no,include,,None
741265670e7e,,exclude,no,exclude,,None
25de4b6e9b42,,exclude,no,exclude,,None
837c19a883d6,,exclude,no,exclude,,None
d708c28ca8dd,,exclude,no,exclude,,None
21a9125c7813,,exclude,no,exclude,,None
92a36510d022,,exclude,no,exclude,,None
693386893e08,,exclude,no,exclude,,None
3df75d890148,,exclude,no,exclude,,None
fe6c286f273a,,exclude,no,exclude,,None
a40150ada461,,exclude,no,exclude,,None
b89839f3a3c2,,exclude,no,exclude,,None
eaf6553d5bb8,,exclude,no,exclude,,None
66ea62f9e036,,exclude,no,exclude,,None
912bfda80fda,,exclude,no,exclude,,None
ee12789d167d,,exclude,no,exclude,,None
e8235233a1dc,,exclude,no,exclude,,None
a15537347cbb,,exclude,no,exclude,,None
f35eb73554d8,,include,no,include,,None
73c745902dc0,,exclude,no,exclude,,None
5a5bcd7b5e90,,include,no,include,,None
